Date,Global_UID,Indicator,Value,Error,Unit,Note
2018-02-01,Inlet,COD,26.0,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,COD,9.0,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,COD,11.0,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,COD,8.0,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,COD,12.0,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,COD,11.0,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,COD,17.0,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,NH3-N,3.92,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,NH3-N,3.88,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,NH3-N,3.85,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,NH3-N,3.87,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,NH3-N,3.76,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,NH3-N,3.7,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,NH3-N,3.82,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,NH3-N,3.88,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,TN,9.52,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,TN,9.34,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,TN,6.75,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,TN,7.1,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,TN,9.17,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,TN,9.0,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,TN,10.2,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,TN,10.1,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,TP,0.24,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,TP,0.26,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,TP,0.17,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,TP,0.19,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,TP,0.2,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,TP,0.18,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,TP,0.22,,mg/L,常贺星硕士论文数据
2018-02-01,Inlet,TP,0.2,,mg/L,常贺星硕士论文数据
2025-08-05,G1-U04,COD,11.285,1.06773124,mg/L,第二次实地调研
2025-08-05,G1-U04,NH3-N,0.18653067,0.00280188,mg/L,第二次实地调研
2025-08-05,G1-U04,SS,9.0,2.82842712,mg/L,第二次实地调研
2025-08-05,G1-U04,TN,0.79140013,0.0257248,mg/L,第二次实地调研
2025-08-05,G1-U04,TP,0.02196256,0.00050728,mg/L,第二次实地调研
2025-08-05,G1-U05,COD,6.636,0.87115555,mg/L,第二次实地调研
2025-08-05,G1-U05,NH3-N,0.48208,0.00150279,mg/L,第二次实地调研
2025-08-05,G1-U05,SS,14.0,7.07106781,mg/L,第二次实地调研
2025-08-05,G1-U05,TN,0.6387516,0.01586881,mg/L,第二次实地调研
2025-08-05,G1-U05,TP,0.04090101,0.00058576,mg/L,第二次实地调研
2025-08-05,G1-U08,COD,6.7725,1.06419571,mg/L,第二次实地调研
2025-08-05,G1-U08,NH3-N,0.26642933,0.00327935,mg/L,第二次实地调研
2025-08-05,G1-U08,SS,11.5,3.53553391,mg/L,第二次实地调研
2025-08-05,G1-U08,TN,0.7859484,0.01719607,mg/L,第二次实地调研
2025-08-05,G1-U08,TP,0.03549003,0.00029288,mg/L,第二次实地调研
2025-08-05,G1-U09,COD,9.78,1.06066017,mg/L,第二次实地调研
2025-08-05,G1-U09,NH3-N,0.18179733,0.00086763,mg/L,第二次实地调研
2025-08-05,G1-U09,SS,2.0,1.41421356,mg/L,第二次实地调研
2025-08-05,G1-U09,TN,0.69429113,0.0850599,mg/L,第二次实地调研
2025-08-05,G1-U09,TP,0.09822365,0.00077488,mg/L,第二次实地调研
2025-08-05,G2-U08,COD,23.325,1.06773124,mg/L,第二次实地调研
2025-08-05,G2-U08,NH3-N,1.34562933,0.00131174,mg/L,第二次实地调研
2025-08-05,G2-U08,SS,3.0,2.82842712,mg/L,第二次实地调研
2025-08-05,G2-U08,TN,1.48070367,0.00665085,mg/L,第二次实地调研
2025-08-05,G2-U08,TP,0.02821901,0.00058576,mg/L,第二次实地调研
2025-08-05,G2-U29,COD,27.84,1.06066017,mg/L,第二次实地调研
2025-08-05,G2-U29,NH3-N,1.90851733,0.00032793,mg/L,第二次实地调研
2025-08-05,G2-U29,SS,1484.0,25.45584412,mg/L,第二次实地调研
2025-08-05,G2-U29,TN,2.54072507,0.03373776,mg/L,第二次实地调研
2025-08-05,G2-U29,TP,2.87608893,0.00058576,mg/L,第二次实地调研
2025-08-05,G2-U31,COD,26.335,1.06773124,mg/L,第二次实地调研
2025-08-05,G2-U31,NH3-N,0.05645867,0.00285887,mg/L,第二次实地调研
2025-08-05,G2-U31,SS,3.5,0.70710678,mg/L,第二次实地调研
2025-08-05,G2-U31,TN,0.426134,0.00936862,mg/L,第二次实地调研
2025-08-05,G2-U31,TP,0.03041723,0.00029288,mg/L,第二次实地调研
2025-08-05,G2-U32,COD,3.7625,1.06419571,mg/L,第二次实地调研
2025-08-05,G2-U32,NH3-N,0.090728,0.000568,mg/L,第二次实地调研
2025-08-05,G2-U32,SS,7.5,4.94974747,mg/L,第二次实地调研
2025-08-05,G2-U32,TN,0.79991847,0.02297867,mg/L,第二次实地调研
2025-08-05,G2-U32,TP,0.07049235,0.00029288,mg/L,第二次实地调研
2025-08-05,G2-U39,COD,27.84,1.06066017,mg/L,第二次实地调研
2025-08-05,G2-U39,NH3-N,0.19713333,0.00118239,mg/L,第二次实地调研
2025-08-05,G2-U39,SS,3.0,1.41421356,mg/L,第二次实地调研
2025-08-05,G2-U39,TN,0.68645427,0.02716694,mg/L,第二次实地调研
2025-08-05,G2-U39,TP,0.13187323,0.00077488,mg/L,第二次实地调研
2025-08-05,G2-U40,COD,9.78,1.06066017,mg/L,第二次实地调研
2025-08-05,G2-U40,NH3-N,0.20224533,0.02298354,mg/L,第二次实地调研
2025-08-05,G2-U40,SS,4.5,2.12132034,mg/L,第二次实地调研
2025-08-05,G2-U40,TN,0.83228813,0.01597818,mg/L,第二次实地调研
2025-08-05,G2-U40,TP,0.15368627,0.00029288,mg/L,第二次实地调研
2025-08-05,G2-U45,COD,7.5535,0.04030509,mg/L,第二次实地调研
2025-08-05,G2-U45,NH3-N,0.18085067,0.00229554,mg/L,第二次实地调研
2025-08-05,G2-U45,SS,5.5,2.12132034,mg/L,第二次实地调研
2025-08-05,G2-U45,TN,0.51233953,0.00598955,mg/L,第二次实地调研
2025-08-05,G2-U45,TP,0.08892352,0.0,mg/L,第二次实地调研
2025-08-05,G2-U50,COD,12.79,1.06066017,mg/L,第二次实地调研
2025-08-05,G2-U50,NH3-N,0.039608,0.000568,mg/L,第二次实地调研
2025-08-05,G2-U50,SS,3.5,0.70710678,mg/L,第二次实地调研
2025-08-05,G2-U50,TN,0.55118313,0.02221571,mg/L,第二次实地调研
2025-08-05,G2-U50,TP,0.14404795,0.00029288,mg/L,第二次实地调研
2025-08-05,G2-U51,COD,12.79,1.06066017,mg/L,第二次实地调研
2025-08-05,G2-U51,NH3-N,0.07804267,0.00086763,mg/L,第二次实地调研
2025-08-05,G2-U51,SS,14.5,2.12132034,mg/L,第二次实地调研
2025-08-05,G2-U51,TN,0.72291273,0.01630187,mg/L,第二次实地调研
2025-08-05,G2-U51,TP,0.07522696,0.00050728,mg/L,第二次实地调研
2025-08-05,G2-U52,COD,12.79,1.06066017,mg/L,第二次实地调研
2025-08-05,G2-U52,NH3-N,0.00685333,0.00142944,mg/L,第二次实地调研
2025-08-05,G2-U52,SS,2.5,0.70710678,mg/L,第二次实地调研
2025-08-05,G2-U52,TN,0.8472804,0.04618037,mg/L,第二次实地调研
2025-08-05,G2-U52,TP,0.13221141,0.00105599,mg/L,第二次实地调研
2025-08-05,G3-U04,COD,27.84,1.06066017,mg/L,第二次实地调研
2025-08-05,G3-U04,NH3-N,0.58848533,0.00378193,mg/L,第二次实地调研
2025-08-05,G3-U04,SS,11.0,5.65685425,mg/L,第二次实地调研
2025-08-05,G3-U04,TN,0.8983904,0.01746736,mg/L,第二次实地调研
2025-08-05,G3-U04,TP,0.0387028,0.00050728,mg/L,第二次实地调研
2025-08-05,G3-U08,COD,31.38,0.31112698,mg/L,第二次实地调研
2025-08-05,G3-U08,NH3-N,0.46693333,0.0031283,mg/L,第二次实地调研
2025-08-05,G3-U08,SS,5.0,2.82842712,mg/L,第二次实地调研
2025-08-05,G3-U08,TN,0.61183367,0.02979031,mg/L,第二次实地调研
2025-08-05,G3-U08,TP,0.01147877,0.00239731,mg/L,第二次实地调研
2025-08-05,G3-U09,COD,35.365,1.06773124,mg/L,第二次实地调研
2025-08-05,G3-U09,NH3-N,0.62161867,0.00086763,mg/L,第二次实地调研
2025-08-05,G3-U09,SS,8.5,6.36396103,mg/L,第二次实地调研
2025-08-05,G3-U09,TN,1.0568314,0.01808456,mg/L,第二次实地调研
2025-08-05,G3-U09,TP,0.03684277,0.00029288,mg/L,第二次实地调研
2025-08-05,G3-U11,COD,24.83,1.06066017,mg/L,第二次实地调研
2025-08-05,G3-U11,NH3-N,0.13881867,0.00710189,mg/L,第二次实地调研
2025-08-05,G3-U11,SS,7.0,2.82842712,mg/L,第二次实地调研
2025-08-05,G3-U11,TN,0.6857728,0.02823567,mg/L,第二次实地调研
2025-08-05,G3-U11,TP,0.0792852,0.00101456,mg/L,第二次实地调研
2025-08-05,G4-U05,COD,21.07,0.0,mg/L,第二次实地调研
2025-08-05,G4-U05,NH3-N,0.37169867,0.00199475,mg/L,第二次实地调研
2025-08-05,G4-U05,SS,8.5,0.70710678,mg/L,第二次实地调研
2025-08-05,G4-U05,TN,0.8309252,0.013367,mg/L,第二次实地调研
2025-08-05,G4-U05,TP,0.01435336,0.0,mg/L,第二次实地调研
2025-08-05,G4-U09,COD,27.84,1.06066017,mg/L,第二次实地调研
2025-08-05,G4-U09,NH3-N,0.67822933,0.00163967,mg/L,第二次实地调研
2025-08-05,G4-U09,SS,8.5,2.12132034,mg/L,第二次实地调研
2025-08-05,G4-U09,TN,1.36928387,0.02009171,mg/L,第二次实地调研
2025-08-05,G4-U09,TP,0.05037024,0.00050728,mg/L,第二次实地调研
2025-08-05,G4-U10,COD,21.07,0.0,mg/L,第二次实地调研
2025-08-05,G4-U10,NH3-N,0.22061067,0.00402973,mg/L,第二次实地调研
2025-08-05,G4-U10,SS,11.0,0.0,mg/L,第二次实地调研
2025-08-05,G4-U10,TN,0.87113173,0.04443142,mg/L,第二次实地调研
2025-08-05,G4-U10,TP,0.10329645,0.00305774,mg/L,第二次实地调研
2025-08-05,G4-U11,COD,15.8,1.06066017,mg/L,第二次实地调研
2025-08-05,G4-U11,NH3-N,0.169112,0.000568,mg/L,第二次实地调研
2025-08-05,G4-U11,SS,12.0,2.82842712,mg/L,第二次实地调研
2025-08-05,G4-U11,TN,0.75562313,0.0744477,mg/L,第二次实地调研
2025-08-05,G4-U11,TP,0.13238051,0.00228745,mg/L,第二次实地调研
2025-08-05,Inlet,COD,23.325,0.0,mg/L,第二次实地调研
2025-08-05,Inlet,NH3-N,2.93224267,0.00122702,mg/L,第二次实地调研
2025-08-05,Inlet,SS,29.5,4.52769257,mg/L,第二次实地调研
2025-08-05,Inlet,TN,3.28897547,0.04805065,mg/L,第二次实地调研
2025-08-05,Inlet,TP,0.06347497,0.0002071,mg/L,第二次实地调研
